Filming Date,#Camera,Hike,GPS-ID,Elevation,Plant Family,Plant Genus,Plant Species,Flower Height,#Flowers,Memory Card,Outside Pic,Inside Pic,Video stored,Comment,Frames Found,Frames with Hummingbirds,Hummingbirds,Comment,
25/02/15,12,Main Trail,FH1214,1929,Onagraceae,Fuchsia,macrostigma,2,2,12,,,66.00%,,254 268,0 / 0,,"Just butterflies, no hummingbirds. This is surpising because there were at least 10 more plants with flowers around.",
25/02/15,6,Main Trail,FH634,1949,Gesneriaceae,Hepiella,ulmifolia,1.4,2,6,,,66.00%,,8 / 1058,5 / 0,"2xBrown Inca,",,
25/02/15,7,Main Trail,FH732,1966,Gesneriaceae,Columnea,leopardis,1,2,7,,,,"Cameras was switched on and lost the usual amount of battery power, but didn't film anything; probably at the end of its life cycle.",,,,,
25/02/15,8,Lek,FH833,1932,Heliconiaceae,Heliconia,burleana,1.1,1,8,,,66.00%,,1031 / 241,0,,Another Heliconia that failed to deliver.,
25/02/15,9,Lek,FH916,1841,Gesneriaceae,Columnea,ciliata,2.2,1,3,,,66.00%,,70 / 108,2 / 3,"1xBrown Inca, 2xViolet-tailed Sylph_female",The Sylph piercing (as always),
25/02/15,4,Lek,FH433,1758,Tropaeliaceae,Tropaeolium,Sp 1,1.6,1,4,,,66.00%,,7 / 37,3 / 5,"3xViolet-tailed Sylph_female, 1xTawny-bellied Hermit","Sylph tries to feed normally first, but then “decides” to pierce flower.",
25/02/15,11,Lek,FH1114,1762,Gesneriaceae,Kohleria,Sp 2,1.3,2,11,,,66.00%,"One flower seems to have fallen during the night, the other because of the angel hardly visible.",111 / 114,0,,,
25/02/15,2,Lek,FH232,1793,Gesneriaceae,Capanea,affinis,2.7,2,2,,,66.00%,,1306 / 756,8 / 3,"4xBrown Inca, 1xViolet-tailed Sylph_female?",,
25/02/15,13,Main Trail,FH1313,2133,Gesneriaceae,Capanea,affinis,7,6,13,,,66.00%,"Camera produced 8 videos (roughly 2,5 hours)",2435 / 4 / 0 / 2 / 44 / 27 / 435 / 936,0 / 0 / 0 / 0 / 0 / 0 / 0 / 0,Nothing.,,
11/03/15,9,Main Trail,FH917,1898,Bromeliaceae,Guzmania,lehmaniania,1.1,2,3,,,66.00%,,334 / 51,25 / 4,"6xFawn-breasted Brilliant, 7xBrown Inca",,
11/03/15,7,Main Trail,FH733,2035,Gesneriaceae,Columnea,ciliata,2.5,1,7,,,66.00%,,1355 / 73,2 / 0,1xBrown Inca,,
11/03/15,2,Main Trail,FH233,2070,Gesneriaceae,Neomortonia,Sp 1,1.2,1,2,,,66.00%,,2 / 2,0,,,
11/03/15,12,Main Trail,FH1215,2135,Gesneriaceae,Capanea,affinis,2.3,4,12,,,66.00%,,150 / 457,0 / 3,1xCollared Inca,,
11/03/15,8,Main Trail,FH834,2143,Gesneriaceae,Columnea,medicinalis,2,1,8,,,66.00%,,175 / 281,0,,,
11/03/15,6,Main Trail,FH635,2158,Gesneriaceae,Columnea,leopardis,0.4,1,6,,,66.00%,,31 / 2,0,,,
11/03/15,4,Main Trail,FH434,2242,Campanulaceae,Centropogon,solanifolius,1,1,4,,,66.00%,,589 / 96,2 / 0,1xTawny-bellied Hermit,,
11/03/15,5,Main Trail,FH535,2267,Rubiaceae,Palicourea,acetosoides,1.2,10,5,,,66.00%,,73 / 244,13 / 4,9xGreen-fronted Lancebill,"The birds in the afternoon are difficult to identify as the Meerkat only spat out pcitures of the bird in motion, but it seems like it's always Green-fronted Lancebill.",
11/03/15,11,Main Trail,FH1115,2275,Heliconiaceae,Heliconia,impudica,1.4,1,11,,,66.00%,,375 / 374,33,"3xTawny-bellied Hermit, 4xViolet-tailed Sylph (female)",Finally some action in Heliconia!,
11/03/15,13,Lek,FH1316,1798,Hydrangaecaeae,Hydrangea,peruviana,10,4,13,,,66.00%,Camera produced 5 videos.,30 / 84 / 263 / 1757 / 301,0 / 0 / 0 / 0 / 0,,Unfortunately no evidence for hummingbird pollination in that flower. ,
25/03/15,5,Main Trail,FH536,1903,Bromeliaceae,Pitcairnia,squarrosa,2,1,5,,,66.00%,,417 / 3299,13 / 2,5xTawny-bellied Hermit,,
25/03/15,6,Main Trail,FH636,1929,Ericaceae,Psamisia,ulbrichiana,2,2,6,,,66.00%,,1550 / 613,11 / 5,"1xBooted Rackettail_fem, 1xBrown Inca, 2xViolet-tailed Sylph_fem (piercing)",,
25/03/15,8,Main Trail,FH835,1949,Gesneriaceae,Capanea,affinis,1.8,2,8,,,66.00%,,3556 / 989,6 / 1,"3xCollared Inca, 1xViolet-tailed Sylph_fem; 1xUnidentified",I find Collared Inca at very low elevations these days and they always are at that flower.,
25/03/15,11,Main Trail,FH1116,1959,Bromeliaceae,Guzmania,lehmaniania,2.8,3,11,,,66.00%,,1408 / 2225,16 / 0 ,"5xBrown Inca, 1xFawn-breasted Brilliant",,
25/03/15,12,Lek,FH1216,1944,Gesneriaceae,Drymonia,brochidodroma,1,2,12,,,66.00%,,340 / 1139,9 / 10,4xViolet-tailed Sylph_male,,
25/03/15,9,Lek,FH918,1825,Bromeliaceae,Pitcairnia,squarrosa,1.5,1,3,,,66.00%,,24 / 103,0,,,
25/03/15,2,Lek,FH234,1754,Begoniaceae,Begonia,longirostris,1,3,2,,,66.00%,,25 /629,0,,,
25/03/15,4,Lek,FH435,1787,Gesneriaceae,Kohleria,Sp 2,0.4,2,4,,,66.00%,,12 / 109,1 / 0,1xViolet-tailed Sylph_female,,
26/03/15,13,Lek,FH1317,1833,Hydrangaecaeae,Hydrangea,peruviana,8,4,13,,,66.00%,,25 / 0 / 1 / 0 / 552 / 0 / 3459 / 740 ,0,,,
08/04/15,8,Main Trail,FH836,2110,Gesneriaceae,Alloplectus,tenuis,1.1,1,8,,,66.00%,,158 / 902,1 / 1,2xTawny-bellied Hermit,A pretty small flower for a Hermit,
08/04/15,6,Main Trail,FH637,2130,Gesneriaceae,Besleria,solanoides,1.6,3,6,,,66.00%,,54 / 962,3 / 0,"1xViolet-tailed Sylph_female, but flower contact doubtful",Until the late afternoon all flower had fallen,
08/04/15,2,Main Trail,FH235,2142,Gesneriaceae,Kohleria,Sp 2,0.3,2,2,,,66.00%,,168 / 5466,4 / 2,1XBooted Rackettail_female,Either the cameras was too close to the flower or the birds were faster than usually. Identification difficult.,
08/04/15,9,Main Trail,FH919,2317,Bromeliaceae,Mezobromelia,capituligera,2.5,3,3,,,66.00%,,263 / 520,4 / 1,"1xCollared Inca, 2xSpeckled Hummingbird (no flower contact)",,
08/04/15,5,Main Trail,FH537,2293,Zingiberaceae,Renealmia,Sp 1,0.3,2,5,,,66.00%,,38 / 47,3 / 0,2xGorgeted Sunangel,,
08/04/15,12,Main Trail,FH1217,2409,Onagraceae,Fuchsia,macrostigma,1,2,12,,,66.00%,,7729 / 453,0,,,
08/04/15,11,Main Trail,FH1117,2442,Gesneriaceae,Alloplectus,teuscheri,1.2,2,11,,,66.00%,,1735 / 3183,1 / 0,1xUnidentified (flying by),,
09/04/15,13,Main Trail,FH1318,2192,Rubiaceae,Palicourea,lineata,5,10,13,,,66.00%,Cameras produced 8 videos,261 / 24 / 95 / 28 / 2339 / 2067 / 2278 / 2363,66 / 14 / 60 / 0 / 33 / 0 / 0 / 61,6xGorgeted Sunangel,,
28/04/15,4,Main Trail,FH436,1950,Gesneriaceae,Capanea,affinis,2.5,3,4,,,66.00%,,722 / 487,5 / 3,"1xBrown Inca, 2xViolet-tailed Sylph_male ",Sylph piercing,
28/04/15,7,Pasture,FH734,1944,Onagraceae,Fuchsia,macrantha,1,2,7,,,66.00%,,1213 / 1484,10 / 5,2xWedge-billed Hummingbird,So the Wedge-billed's a piercer too. :),
28/04/15,8,Main Trail,FH837,1954,Gesneriaceae,Besleria,solanoides,1.2,2,8,,,66.00%,,267 / 228,0 / 3,1XBooted Rackettail_female,"The pictures are lousy, but I'm pretty sure it's the Racket-tail",
28/04/15,6,Main Trail,FH638,1943,Rubiaceae,Faramea,calyptrata,2.2,2,6,,,66.00%,,90 / 32,0 / 0,,,
28/04/15,2,Main Trail,FH236,1974,Gesneriaceae,Neomortonia,Sp 2,1.2,3,2,,,66.00%,,183 / 480,6 / 5,5xTawny-bellied Hermit,,
28/04/15,12,Main Trail,FH1218,2024,Campanulaceae,Burmeistra,cylindrocarpa,1,1,12,,,66.00%,"flower had fallen during the night, so I took down the camera at around 10:30am when I walked by during a transect",377 / -,0 / -,,,
28/04/15,5,Main Trail,FH538,2084,Gesneriaceae,Besleria,solanoides,2,3,5,,,66.00%,,2536 / 185,3 / 0,2xViolet-tailed Sylph_male,,
28/04/15,9,Main Trail,FH920,2115,Campanulaceae,Centropogon,solanifolius,2,2,3,,,66.00%,,1334 / 91,9 / 2,5xTawny-bellied Hermit,"Hermit appeared one more time, but no flower contact there",
28/04/15,11,Main Trail,FH1118,2117,Bromeliaceae,Pitcairnia,sodiroi,0.4,2,11,,,66.00%,,204 / 133,66 / 15,"1xBrown Inca, 5xTawny-bellied Hermit, XxViolet-tailed Sylph_male","The Sylph seems to live on the flower; but considering its short bill, it's very likely that it's piercing all the time.",
13/05/15,2,Main Trail,FH237,2145,Maranthaceae,Calathea,ischnosiphonoides,1.2,4,2,,,66.00%,observed flower fell around noon,1804 / 1477,3 / 0 ,"1xBrown Inca, 1xViolet-tailed Sylph_female",Birds have no flower contact in the pictures,
13/05/15,12,Main Trail,FH1219,2132,Ericaceae,Psamisia,sodiroi,1.6,2,12,,,66.00%,,21 / 2012,8 / 8,5xViolet-tailed Sylph_female,,
13/05/15,8,Main Trail,FH838,2167,Gesneriaceae,Hepiella,ulmifolia,1,1,8,,,66.00%,,338 / 16,12 / 2,"2xViolet-tailed Sylph_female, 3xTawny-bellied Hermit",,
13/05/15,5,Main Trail,FH539,2250,Gesneriaceae,Alloplectus,teuscheri,0.7,5,5,,,66.00%,,5 / 82,5 / 2 ,"2xGorgeted Sunangel, 1xTawny-bellied Hermit, 1xUnidentified",,
13/05/15,6,Main Trail,FH639,2272,Bromeliaceae,Pitcairnia,sodiroi,2.2,1,6,,,66.00%,,208 / 12,53 / 2,A female Sylph and a Collared Inca taking pretty even turns feeding on that plant althrough the morning,,
13/05/15,11,Main Trail,FH1119,2410,Bromeliaceae,Pitcairnia,sodiroi,2,2,11,,,66.00%,,1024 / 10,12 / 1,"Gorgeted Sunangel, Collared Inca",,
13/05/15,9,Main Trail,FH921,2487,Ericaceae,Psamisia,ulbrichiana,4,3,3,,,,"Cameras didn't film anything, but was programmed well. Said that the tiny little stick that indicates whether it's closed or not got stuck. ",,,,,
13/05/15,4,Main Trail,FH437,2481,Campanulaceae,Centropogon,solanifolius,1,1,4,,,66.00%,,801 / 15,1 / 1,2xTawny-bellied Hermit,,
14/04/15,13,Lek,FH1319,1919,Rubiaceae,Palicourea,demissa,6,6,13,,,66.00%,,431 / 1374 / 900 / 1293 / 1106 / 2348 / 1853,0 / 43 / 35 / 0 / 46 / 0 / 29,,,
27/05/15,2,Main Trail,FH238,1911,Gesneriaceae,Columnea,picta,1.6,1,2,,,66.00%,,147 / 2242,0 / 3,1xTawny-bellied Hermit,,
27/05/15,5,Main Trail,FH540,1939,Rubiaceae,Palicourea,demissa,1.6,2,5,,,66.00%,,691 / 200,1 / 0,1xBrown Inca,,
27/05/15,12,Main Trail,FH1220,1947,Ericaceae,Psamisia,ulbrichiana,2,4,12,,,66.00%,,2451 / 2301,6 / 3,,,
27/05/15,11,Main Trail,FH1120,1953,Rubiaceae,Macleania,stricta,0.5,2,11,,,66.00%,,260 / 19,0,,,
27/05/15,8,Main Trail,FH839,2016,Campanulaceae,Centropogon,solanifolius,1.8,1,8,,,66.00%,,14 / 54,6 / 0,2xTawny-bellied Hermit; 1xViolet-tailed Sylph_male,,
27/05/15,6,Main Trail,FH640,2023,Campanulaceae,Burmeistra,cylindrocarpa,1.2,1,6,,,,"Cameras didn't film anything. It was turned on and set up correctly, there was no error message – so I have no idea what happened.",,,,,
27/05/15,9,Lek,FH922,1876,Gesneriaceae,Gasteranthus,quitensis,0.4,1,3,,,66.00%,,192 / 14 / 183,2 / 0 / 0,1xTawny-bellied Hermit,,
27/05/15,4,Lek,FH438,1724,Begoniaceae,Begonia,longirostris,0.6,3,1,,,66.00%,,117 / 304,0 / 0,,,
27/05/15,13,Main Trail,FH1320,2260,Rubiaceae,Palicourea,lineata,4.5,3,13,,,66.00%,8 videos were produced,428 / 110 / 284 / 2068 / 1765 / 925 / 929 / 1379,5 / 0 / 0 / 21 / 0 / 5 / 0 / 6,"4xViolet-tailed Sylph_female,",,
09/06/15,2,Main Trail,FH239,2294,Rubiaceae,Palicourea,acetosoides,1,5,2,,,66.00%,,20 / 25,15 / 12,"6xViolet-tailed Sylph_female,",,
09/06/15,7,Main Trail,FH735,2274,Gesneriaceae,Hepiella,ulmifolia,1,1,7,,,66.00%,,4 / 60,1 / 1,2xViolet-tailed Sylph_female,Sylph piercing,
09/06/15,4,Main Trail,FH439,2236,Begoniaceae,Begonia,longirostris,0.8,2,4,,,66.00%,,4 / 175,0,,,
09/06/15,6,Main Trail,FH641,2223,Gesneriaceae,Hepiella,ulmifolia,1.7,1,6,,,66.00%,,341 / 710,2 / 4,2xViolet-tailed Sylph_fem,,
09/06/15,5,Main Trail,FH541,2183,Ericaceae,Psamisia,ulbrichiana,2.5,4,5,,,66.00%,,52 / 180,17 / 0 ,"6xCollared Inca, 1xGorgeted Sunangel, 1xUnidentified",,Gorgeted Sunangel may not have touched the flower
09/06/15,12,Main Trail,FH1221,2135,Gesneriaceae,Besleria,solanoides,2,4,12,,,66.00%,,22 / 388,6 / 0,1XBooted Rackettail_female,,
09/06/15,8,Main Trail,FH840,2131,Campanulaceae,Centropogon,solanifolius,0.9,2,8,,,66.00%,,60 / 444,14 / 0,2xTawny-bellied Hermit,,
09/06/15,11,Main Trail,FH1121,2121,Ericaceae,Macleania,stricta,2,3,11,,,66.00%,,1763 / 3480,0 / 6 ,"1xViolet-tailed Sylph_femle, 1xViolet-tailed Sylph_male",No apparent flower contact for male,
09/06/15,13,Lek,FH1321,1789,Rubiaceae,Palicourea,demissa,6.5,6,13,,,66.00%,9 videos were produced,516 / 420 / 1976 / 1218 / 141 / 810 / 903 / 112 / 1,0 / 5 / 0 / 0 / 8 / 0 / 0 / 0 / 0,1XBooted Rackettail_female; 1xPurple-bibbed Whitetip_male,,
23/06/15,11,Main Trail,FH1122,2128,Gesneriaceae,Columnea,strigosa,1.3,1,11,,,66.00%,,1322 / 2253,7 / 2,3xViolet-tailed Sylph_male,,
23/06/15,4,Main Trail,FH440,2178,Rubiaceae,Palicourea,acetosoides,1.7,3,4,,,66.00%,,182 / 17,6 / 2,"1xViolet-tailed Sylph_male, 1xCollared Inca",,
23/06/15,5,Main Trail,FH542,2258,Gesneriaceae,Alloplectus,teuscheri,2.5,3,5,,,66.00%,,263 / 252,4 / 0,1xViolet-tailed Sylph_female,,
23/06/15,7,Main Trail,FH736,2278,Rubiaceae,Palicourea,lineata,2.5,4,7,,,,"Cameras didn't film anything, camera 7 is extremely unreliable.",,,,,
23/06/15,6,Main Trail,FH642,2368,Rubiaceae,Palicourea,lineata,1.7,6,6,,,66.00%,,12933 / 425,3 / 2,3xGorgeted Sunangel,None of the pictures shows the Sunangel actually feeding,
23/06/15,8,Main Trail,FH841,2389,Ericaceae,Psamisia,sodiroi,2,3,8,,,66.00%,,537 / 51,0 / 6 ,2xViolet-tailed Sylph_fem,,
23/06/15,12,Main Trail,FH1222,2435,Gesneriaceae,Columnea,strigosa,1,2,12,,,66.00%,,471 / 48,0 / 0,,,
23/06/15,2,Main Trail,FH240,2484,Ericaceae,Psamisia,ulbrichiana,2,5,2,,,66.00%,,2988 / 102,2 / 0,1xGorgeted Sunangel,,
23/06/15,13,Main Trail,FH1322,2107,Ericaceae,Psamisia,ulbrichiana,12,7,13,,,66.00%,,1444 / 610 / 1409 / 1975 / 3399 / 2218 / 4933 / 6064 / 763,0 / 0 / 20 / 0 / 0 / 0 / 15 / 0 / 0,1xBrown Inca; 1xCollared Inca,No flower contact for the Collared Inca,
28/06/15,13,Maquipucuna,FH1323,1384,Rubiaceae,Palicourea,demissa,4.5,10,13,,,66.00%,,41 / 1 / 62 / 19 / 221 / 451 / 2417 / 2547 / 124,15 / 0 / 6 / 0 / 0 / 0 / 0 / 0 / 0,"1xWhite-whiskered Hermit, 1x?Crowned Woodnymph?",,
11/07/15,13,Maquipucuna,FH1324,1374,Fabaceae,Erythrina,,4.5,5,5,,,66.00%,,59 / 3 / 29 / 161 / 100 / 531 / 115 / 4,0,,If this was an investigation on orange-bellied euphonias it was have been our lucky day … at least six or seven observations.,
14/07/15,4,Main Trail,FH441,1923,Ericaceae,Psamisia,ulbrichiana,1.1,8,4,,,66.00%,,1319 / 529,2 / 5,1xPurple-bibbed Whitetip_female; 1xViolet-tailed Sylph_female; 2xViolet-tailed Sylph_male,"The birds don't feed on the flowers filmed by the camera, but there were more flowers further up and to the left of the same stalk, so we can safely assume there were feeding there.",
14/07/15,7,Main Trail,FH737,1948,Campanulaceae,Centropogon,solanifolius,1.1,1,7,,,0.00%,Camera 7 failed again.,,,,,
14/07/15,12,Main Trail,FH1223,1935,Heliconiaceae,Heliconia,burleana,1.5,1,12,,,66.00%,,669 / 1570,0,,,
14/07/15,5,Main Trail,FH543,1938,Bromeliaceae,Tillandsia,complanata,2.1,1,5,,,66.00%,"Changed position of the camera a bit in the morning, because the flower that I was originally filming had fallen.",60 / 43,0 / 1,1XBooted Rackettail_female,,
14/07/15,11,Main Trail,FH1123,1957,Bromeliaceae,Tillandsia,complanata,1.8,1,11,,,66.00%,,4115 / 2697,2 / 0,1xViolet-tailed Sylph_female,,
14/07/15,2,Main Trail,FH241,2026,Cleomaceae,Podandrogyne,Sp 1,2,8,2,,,66.00%,,475 / 174,0,,,
14/07/15,8,Main Trail,FH842,1963,Ericaceae,Psamisia,ulbrichiana,3.2,8,8,,,66.00%,,176 / 80,10 / 5,3xViolet-tailed Sylph_female; 1xBrown Inca; 2xPurple-bibbed Whitetip_female,Not in all cases the MotionMeerkat pictures show a flower contact.,
14/07/15,6,Lek,FH643,1951,Rubiaceae,Palicourea,acetosoides,3,15,6,,,0.00%,Camera didn't film and complained about memory card error – memory card seems to be okay though.,,,,,
14/03/15,,Maquipucuna,NF192,???,Costaceae,Costus,sp,,,,,,66.00%,One of the videos I found on Nelly's memory cards.,9 / 21,0,,,
28/03/15,,Maquipucuna,NF195,???,Maranthaceae,Stromanthe,stromanthoides,,,,,,66.00%,"Camera is too far away from the flowers. MotionMeerkat detects a movement in a leaf close to the camera all day and in the fotos objects flying around the inflorecences are visible occassionally, but with the resolution of the fotos I cannot even tell whether those are hummingbirds or insects.",4117 / 3552,0,,,
28/03/15,,Maquipucuna,NF197,???,Ericaceae,?Cavendishia?,???,,,,,,66.00%,"We have two days of footage and there are plenty of hummingbird / flower contacts. Unfortunately the camera was placed too far away, so the MotionMeerkat detects only movements in the plants but not the hummingbird. Seeing the pictures in motion you can see the actual hummingbirds, but since they are so far away identification is difficult. I recognize Tawny-bellied and White-whiskered Hermit, but there maybe more species.",2958 / 2883 / 143 / 2 / 1081,13 / 1 / 1 / 0 / 0,Tawny-bellied Hermit; White-whiskered Hermit,,
29/07/15,5,Main Trail,FH544,2131,Ericaceae,Macleania,stricta,1.8,2,5,,,66.00%,,918 / 2007,0 / 0,,,
29/07/15,6,Main Trail,FH644,2141,Gesneriaceae,Hepiella,ulmifolia,1.3,1,6,,,66.00%,,289 / 516,5 / 2 ,1xViolet-tailed Sylph_male (piercing),,
29/07/15,12,Main Trail,FH1224,2178,Gesneriaceae,Besleria,solanoides,2.2,5,12,,,66.00%,,1225 / 249,0 / 0,,,
29/07/15,2,Main Trail,FH242,2222,Campanulaceae,Centropogon,solanifolius,1.2,1,2,,,66.00%,,76 / 42,0,,,
29/07/15,11,Main Trail,FH1124,2275,Gesneriaceae,Hepiella,ulmifolia,1,1,11,,,66.00%,,56 / 715,1 / 0,1xTawny-bellied Hermit (no flower contact?),,
29/07/15,8,Main Trail,FH843,2169,Gesneriaceae,Alloplectus,teuscheri,0.5,3,8,,,66.00%,,35 / 88,4 / 2,2xViolet-tailed Sylph_female,,
29/07/15,13,Lek,FH1325,1855,Ericaceae,Psamisia,ecuadorensis,5.5,5,13,,,66.00%,Unfortunately the camera shifted the focus after a few minutes.,22 / 11 / 14 / 7 / 4,0 / 0 / 13 / 3 / 0,2xUnidentified,,
09/08/15,13,Maquipucuna,FH1326,1423,Ericaceae,Psamisia,aberrans,5,6,13,,,66.00%,,,,,,
12/08/15,6,Main Trail,FH645,2090,Gesneriaceae,Columnea,picta,1.7,1,6,,,66.00%,,,,,,
12/08/15,5,Main Trail,FH545,2135,Gesneriaceae,Columnea,medicinalis,1.7,3,5,,,66.00%,,,,,,
12/08/15,7,Main Trail,FH738,2165,Gesneriaceae,Gasteranthus,lateralis,0.5,2,7,,,66.00%,,,,,,
12/08/15,8,Main Trail,FH844,2219,Gesneriaceae,Hepiella,ulmifolia,1.2,4,8,,,66.00%,,,,,,
12/08/15,12,Main Trail,FH1245,2271,Rubiaceae,Palicourea,acetosoides,2,7,12,,,66.00%,,,,,,
12/08/15,11,Main Trail,FH1125,2278,Bromeliaceae,Tillandsia,complanata,1.7,3,11,,,66.00%,,,,,,
12/08/15,2,Main Trail,FH243,2230,Tropaeliaceae,Tropaeolium,Sp 1,1.2,2,2,,,66.00%,,,,,,
13/08/15,13,Main Trail,FH1327,2274,Rubiaceae,Palicourea,lineata,4.5,6,13,,,66.00%,,,,,,
23/08/15,13,Maquipucuna,FH1328,1496,Ericaceae,Psamisia,aberrans,6,4,13,,,66.00%,,489 / 1466 / 731 / 4265 / 16374 / 9758,0 / 0 / 29 / 0 / 0 / ß,,,
25/08/15,6,Main Trail,FH646,1931,Bromeliaceae,Tillandsia,complanata,1.8,1,6,,,66.00%,,33 / 140,2 / 1,3xBooted Rackettail_female,,
25/08/15,5,Lek,FH546,1916,Gesneriaceae,Drymonia,brochidodroma,1,1,5,,,66.00%,,90 / 148,4 / 3,2xViolet-tailed Sylph_female,,
25/08/15,7,Lek,FH739,1862,Gesneriaceae,Gasteranthus,quitensis,0.4,2,7,,,0.00%,Camera 7 failed again.,,,,,
25/08/15,2,Lek,FH244,1828,Bromeliaceae,Pitcairnia,squarrosa,2,4,2,,,66.00%,,37 / 31,1 / 0,1xTawny-bellied Hermit,,
25/08/15,8,Lek,FH845,1774,Zingiberaceae,Renealmia,sessilifolia,1.5,2,8,,,66.00%,,17 / 68,0 / 1,1xUnidentified,,
25/08/15,12,Lek,FH1226,1749,Onagraceae,Fuchsia,macrantha,0.3,2,12,,,66.00%,,252 / 157,1 / 1,2xTawny-bellied Hermit,,
25/08/15,11,Lek,FH1126,1744,Begoniaceae,Begonia,longirostris,1.4,4,11,,,66.00%,,6 / 65,0,,,
26/08/15,13,Main Trail,FH1329,1956,Marcgraviaceae,Norantea,anomala,10,60,13,,,66.00%,,201 / 12 / 145 / 37 / 80 / 7 / 37 / 9 / 7 ,5 / 0 / 67 / 20 / 49 / 7 / 5 / 1,"Purple-bibbed Whitetip, Booted Rackettail, ….",,
09/09/15,6,Main Trail,FH647,2118,Gesneriaceae,Columnea,picta,1.2,1,6,,,66.00%,Flower fell. :(,667 / 584,0,,,
09/09/15,12,Main Trail,FH1227,2128,Rubiaceae,Palicourea,acetosoides,2,4,12,,,66.00%,,216 / 322,1 / 1,1xViolet-tailed Sylph_female,,
09/09/15,7,Main Trail,FH740,2152,Gesneriaceae,Gasteranthus,lateralis,0.8,2,7,,,66.00%,,7 / 90,7 / 2,"5xTawny-bellied Hermit, 1xViolet-tailed Sylph_male",,
09/09/15,11,Main Trail,FH1127,2174,Gesneriaceae,Columnea,leopardis,0.9,1,11,,,66.00%,,230 / 7687,5 / 3,2xViolet-tailed Sylph_male,,
09/09/15,8,Main Trail,FH846,2253,Gesneriaceae,Hepiella,ulmifolia,1.4,1,8,,,66.00%,,3 / 805,0 / 1,1xTawny-bellied Hermit,,
09/09/15,2,Main Trail,FH245,2271,Rubiaceae,Palicourea,acetosoides,2.2,6,2,,,66.00%,,122 / 2826,4 / 3,"1xViolet-tailed Sylph_male, 3xUnidentified",,
09/09/15,5,Main Trail,FH547,2273,Gesneriaceae,Hepiella,ulmifolia,2.5,1,5,,,66.00%,,132 / 1400,3 / 0,1xTawny-bellied Hermit / 1xUnidentified,,
10/09/15,13,Main Trail,FH1330,2144,Ericaceae,Macleania,bulata,12,4,13,,,66.00%,,120 / 0 / 0 / 201 / 954 / 157 / 100 / 158 / 99,30 / 0 / 0 / 0 / 18 / 13 / 0 / 20 / 0,"1xBrown Inca, 4xViolet-tailed Sylph_male",,
12/09/15,13,Maquipucuna,FH1331,,Hydrangaecaeae,Hydrangea,peruviana,,,,,,66.00%,1514 / 145 / 229 / 1010 / 947 / 5728 / 5724 / 3771,,0 / 0  / 0 / 0 / 0 / 0 / 0 / 0,,,
23/09/15,7,Main Trail,FH741,2130,Gesneriaceae,Besleria,solanoides,1.8,4,7,,,66.00%,,221 / 5,3 / 1,2xViolet-tailed Sylph_male,,
23/09/15,6,Main Trail,FH648,2134,Ericaceae,Psamisia,sodiroi,0.6,1,6,,,66.00%,,16 / 19,2 / 0,2xViolet-tailed Sylph_female,,
23/09/15,11,Main Trail,FH1128,2177,Gesneriaceae,Besleria,solanoides,3,5,11,,,66.00%,,172 / 166,14 / 10,4xBooted Rackettail_female,Some unidentifiable hummingbird,
23/09/15,8,Main Trail,FH847,2185,Gesneriaceae,Alloplectus,teuscheri,1.5,3,8,,,66.00%,,266 / 103,2 / 0,"1xGorgeted Sunangel, 1xTawny-bellied Hermit",,
23/09/15,5,Main Trail,FH548,2253,Gesneriaceae,Columnea,leopardis,2,1,5,,,66.00%,,172 / 40,3 / 0,1xViolet-tailed Sylph_female,,
23/09/15,12,Main Trail,FH1228,2253,Gesneriaceae,Hepiella,ulmifolia,2,1,12,,,66.00%,,412 / 49,0,,,
23/09/15,2,Main Trail,FH246,2307,Zingiberaceae,Renealmia,Sp 1,0.7,1,2,,,66.00%,,101 / 1293,1 / 0,1xSpeckled Hummingbird,,
23/09/15,13,Lek,FH1322,1858,Marcgraviaceae,Norantea,anomala,15,125,13,,,66.00%,,4945 / 3625 / 1024 / 1672 / 3641 / 5625 / 3027/ 4181,0 / 0  / 0 / 0 / 20 / 0 / 0 / 0,,Surprisingly little attendance here.,
07/10/15,15,Lek,FH1501,1735,Cleomaceae,Podandrogyne,Sp 1,0.5,7,15,,,66.00%,,4694 / 29 / 182,0,,,
07/10/15,2,Lek,FH247,1754,Campanulaceae,Burmeistra,Sp 2,0.8,1,2,,,66.00%,,399 / 0,0,,,
07/10/15,12,Lek,FH1229,1767,Heliconiaceae,Heliconia,impudica,2.2,1,12,,,66.00%,,1578 / 283,23 / 3,"12xBrown Inca, 1xViolet-tailed Sylph_female",,
07/10/15,5,Lek,FH549,1807,Gesneriaceae,Gasteranthus,quitensis,0.3,2,5,,,66.00%,,547 / 2,9 / 2,3XViolet-tailed Sylph_fem,,
07/10/15,11,Lek,FH1129,1873,Gesneriaceae,Gasteranthus,quitensis,0.2,15,11,,,66.00%,,795 / 3,6 / 0,1xViolet-tailed Sylph_female,,
07/10/15,7,Lek,FH742,1895,Gesneriaceae,Besleria,solanoides,2.3,6,7,,,,Camera 7 failed again.,,,,,
07/10/15,14,Main Trail,FH1401,1935,Campanulaceae,Centropogon,solanifolius,1,1,14,,,66.00%,,4414 / 97,7 / 3,"2xTawny-bellied Hermit, 1xViolet-tailed Sylph_female; 1xSpeckled Hummingbird",Sylph and Speckled piercing,
